simulation month frag_zone year random_number selected_set
1 3 17 4 0.7247194550946073 2
1 3 17 5 0.5919816100387032 10
1 3 17 6 0.9881681611068521 6
1 3 17 7 0.772210994887583 4
1 3 17 8 0.4544984714606719 6
1 3 17 9 0.14381403012082306 5
1 3 17 10 0.837442011145555 2
1 3 18 1 0.8424708636166177 7
1 3 18 2 0.05339587827834513 7
1 3 18 3 0.26301116765184307 4
1 3 18 4 0.9640161264940337 3
1 3 18 5 0.9407239618704523 2
1 3 18 6 0.570593206504689 2
1 3 18 7 0.038192440637738634 7
1 3 18 8 0.06396868626210706 6
1 3 18 9 0.6946725229143254 5
1 3 18 10 0.06998375902586562 8
1 4 1 1 0.911972284846409 10
1 4 1 2 0.2513569752598376 5
1 4 1 3 0.5702797676988285 6
1 4 1 4 0.41852984486203615 7
1 4 1 5 0.5384131841447576 8
1 4 1 6 0.5257969418348715 6
1 4 1 7 0.14792891511017647 4
1 4 1 8 0.435569692215493 9
1 4 1 9 0.622555641161593 10
1 4 1 10 0.863513794292887 9
1 4 2 1 0.5186324082662193 7
1 4 2 2 0.6761131375272807 1
1 4 2 3 0.6663851462877559 7
1 4 2 4 0.6987925983516848 9
1 4 2 5 0.4804257647270209 2
1 4 2 6 0.8431501837061356 10
1 4 2 7 0.4573733780458987 7
1 4 2 8 0.7626912370354937 3
1 4 2 9 0.4809580456316531 1
1 4 2 10 0.7988444275627126 2
1 4 3 1 0.32140064071267727 10
1 4 3 2 0.604218956411254 1
1 4 3 3 0.3639171192189521 3
1 4 3 4 0.6331154809693829 2
1 4 3 5 0.05871077715686579 3
1 4 3 6 0.9061311494277938 6
1 4 3 7 0.4917671328345373 10
1 4 3 8 0.36332400626167327 4
1 4 3 9 0.016808899984555925 9
1 4 3 10 0.23207182690829242 4
1 4 4 1 0.5118412838723506 9
1 4 4 2 0.3167462240926624 4
1 4 4 3 0.29932648150509544 1
1 4 4 4 0.8545154108391857 7
1 4 4 5 0.09128640312014258 7
1 4 4 6 0.025419453978530515 2
1 4 4 7 0.5683824665769536 6
1 4 4 8 0.5124939230538372 4
1 4 4 9 0.9773808834216003 5
1 4 4 10 0.7320613053460571 10
1 4 5 1 0.9847258082145934 4
1 4 5 2 0.6123235207745263 3
1 4 5 3 0.36653442052621743 3
1 4 5 4 0.9612668802068919 2
1 4 5 5 0.5814318921911072 10
1 4 5 6 0.029991722789117103 8
1 4 5 7 0.11234280839450872 2
1 4 5 8 0.7353833346121041 4
1 4 5 9 0.3419435559354057 9
1 4 5 10 0.8621248712399098 6
1 4 6 1 0.45288131401368703 5
1 4 6 2 0.2548331167660184 5
1 4 6 3 0.5261724931298168 7
1 4 6 4 0.6906475305708132 9
1 4 6 5 0.5581499582383909 3
1 4 6 6 0.6403691887956606 1
1 4 6 7 0.8754165528649526 1
1 4 6 8 0.48946340951180745 5
1 4 6 9 0.6136184313542865 3
1 4 6 10 0.056288255463252335 4
1 4 7 1 0.9371167113095333 7
1 4 7 2 0.7534045102751241 5
1 4 7 3 0.42359731368313625 4
1 4 7 4 0.2515730722986499 1
1 4 7 5 0.2979144001733418 10
1 4 7 6 0.8987529785944315 3
1 4 7 7 0.9794157678232088 2
1 4 7 8 0.3088982820818068 2
1 4 7 9 0.9015465916997784 4
1 4 7 10 0.629966789286108 4
1 4 8 1 0.5801973203281537 5
1 4 8 2 0.6322757456168131 1
1 4 8 3 0.20388994576725505 7
1 4 8 4 0.021410815649796744 5
1 4 8 5 0.5846273339411424 8
1 4 8 6 0.8146836168224996 8
1 4 8 7 0.7891160325483195 9
1 4 8 8 0.20304512100660688 4
1 4 8 9 0.8838239778714077 2
1 4 8 10 0.5505185984155763 8
1 4 9 1 0.44789595573806285 1
1 4 9 2 0.03720268667716764 6
1 4 9 3 0.4781190300189372 4
1 4 9 4 0.5946398149191618 8
1 4 9 5 0.9646837206478098 6
1 4 9 6 0.6699271399020887 1
1 4 9 7 0.08482528531582167 5
1 4 9 8 0.13835262612668786 8
1 4 9 9 0.5846012532322972 6
1 4 9 10 0.40799379511304756 10
1 4 10 1 0.47430809618510505 10
1 4 10 2 0.7456697129679811 9
1 4 10 3 0.5796401023175276 10
1 4 10 4 0.7832274301177046 8
1 4 10 5 0.03952033700833679 5
1 4 10 6 0.9592390848314304 1
1 4 10 7 0.2589653653073618 3
1 4 10 8 0.9709141149203654 7
1 4 10 9 0.015949770999654445 7
1 4 10 10 0.16861778239712533 4
1 4 11 1 0.8698092704793484 7
1 4 11 2 0.8290021702045676 8
1 4 11 3 0.23407087976376018 7
1 4 11 4 0.15075975874233516 6
1 4 11 5 0.54333428750869 5
1 4 11 6 0.931757150352242 1
1 4 11 7 0.35452107095574825 7
1 4 11 8 0.4415269284303709 3
1 4 11 9 0.22740890750170895 3
1 4 11 10 0.11355651283616852 7
1 4 12 1 0.024122488244976203 10
1 4 12 2 0.3464654853438629 7
1 4 12 3 0.5778411161979007 1
1 4 12 4 0.05497741522783772 10
1 4 12 5 0.2522222789618035 10
1 4 12 6 0.33870689871560566 7
1 4 12 7 0.10704585555893908 9
1 4 12 8 0.22049267677767082 7
1 4 12 9 0.7508629783843012 3
1 4 12 10 0.08360106970957726 4
1 4 13 1 0.48266994817019726 6
1 4 13 2 0.23763887737290534 1
1 4 13 3 0.10695332243588129 3
1 4 13 4 0.19922759181684535 7
1 4 13 5 0.5739934303288875 8
1 4 13 6 0.010109247704985003 7
1 4 13 7 0.7575000143431773 5
1 4 13 8 0.02413043852827257 3
1 4 13 9 0.8231566357762954 7
1 4 13 10 0.18690953179942094 1
1 4 14 1 0.45329982437743743 7
1 4 14 2 0.78374448863371 2
1 4 14 3 0.9835912545544934 7
1 4 14 4 0.7872291564328597 7
1 4 14 5 0.1904287796691554 1
1 4 14 6 0.050277166485487634 5
1 4 14 7 0.5395682230351747 8
1 4 14 8 0.12737630188488125 2
1 4 14 9 0.19100344388210344 5
1 4 14 10 0.6936410474921143 9
1 4 15 1 0.11520920638581278 10
1 4 15 2 0.5631150537636828 6
1 4 15 3 0.1094243991963515 3
1 4 15 4 0.6025088473026927 7
1 4 15 5 0.6170958742727134 9
1 4 15 6 0.014289190592604917 9
1 4 15 7 0.8766090112202276 6
1 4 15 8 0.7522918646432414 3
1 4 15 9 0.5883459973163245 3
1 4 15 10 0.6118703843785143 7
1 4 16 1 0.29165486608568947 4
1 4 16 2 0.8159054867838652 1
1 4 16 3 0.956910076043357 9
1 4 16 4 0.04027245468355334 1
1 4 16 5 0.5325061972651645 3
1 4 16 6 0.7146957446312697 3
1 4 16 7 0.7530499114598803 1
1 4 16 8 0.49442311744778356 4
1 4 16 9 0.07058245797056595 4
1 4 16 10 0.2382349028570634 8
1 4 17 1 0.250303504179616 3
1 4 17 2 0.5078570153141297 3
1 4 17 3 0.24659313149937978 10
1 4 17 4 0.9420585025001207 3
1 4 17 5 0.5346545654471586 7
1 4 17 6 0.3395425232795035 5
1 4 17 7 0.20586293682583146 8
1 4 17 8 0.7590318472859127 7
1 4 17 9 0.40251848506643995 7
1 4 17 10 0.9072872674909879 1
1 4 18 1 0.13852927765640444 1
1 4 18 2 0.3674536402803734 5
1 4 18 3 0.6002832217239443 1
1 4 18 4 0.4431686470470192 1
1 4 18 5 0.42348980514862 7
1 4 18 6 0.14551058293496344 10
1 4 18 7 0.47843510856733895 10
1 4 18 8 0.9794343520351769 4
1 4 18 9 0.9168237942475891 3
1 4 18 10 0.7235874226435159 5
1 5 1 1 0.12872822036464793 6
1 5 1 2 0.5008814566979821 2
1 5 1 3 0.43256285416141405 9
1 5 1 4 0.8739970880963078 1
1 5 1 5 0.76033602042061 2
1 5 1 6 0.47334881592276656 9
1 5 1 7 0.18797629023723683 3
1 5 1 8 0.41061384049875826 8
1 5 1 9 0.7834134486267779 8
1 5 1 10 0.07442810257637567 8
1 5 2 1 0.7274374109408748 10
1 5 2 2 0.481461908263645 9
1 5 2 3 0.1369760181243872 7
1 5 2 4 0.1389776237575181 8
1 5 2 5 0.28544277359220027 5
1 5 2 6 0.5656981239392103 4
1 5 2 7 0.7392346408848541 2
